uniqueid,id,cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,RUL
394,3,7,0.0027,0.0015,100,518.67,642.68,1596.84,1410.45,14.62,21.61,553.36,2388.18,9031.26,1.3,47.54,521.36,2388.13,8119.09,8.4323,0.03,393,2388,100,38.88,23.2474,143
395,3,8,42.0011,0.84,40,445,549.95,1352.25,1126.21,3.91,5.71,138.16,2211.57,8308.22,1.02,42.13,129.49,2387.57,8060.54,9.3739,0.02,330,2212,100,10.64,6.4113,142
396,3,9,25.0031,0.6213,80,462.54,536.54,1264.96,1051.5,7.05,9.02,176,1915.06,7997.65,0.94,36.92,164.99,2027.99,7860.92,10.8907,0.02,308,1915,84.93,14.11,8.6195,141
397,3,10,20.0017,0.7,0,491.19,608.29,1483.81,1254.41,9.35,13.66,334.62,2323.96,8705.33,1.07,44.56,314.85,2388.04,8042.96,9.2675,0.02,366,2324,100,24.58,14.7289,140
398,3,11,42.0042,0.8418,40,445,549.42,1359.01,1127.87,3.91,5.71,138.22,2211.54,8303.63,1.02,42.16,130.41,2387.6,8071.55,9.3869,0.02,330,2212,100,10.5,6.3702,139
399,3,12,10.0034,0.2508,20,489.05,604.88,1505.1,1308.8,10.52,15.5,394.34,2318.99,8764.6,1.26,45.56,371.23,2388.25,8111.94,8.6949,0.03,369,2319,100,28.63,17.1308,138
400,3,13,25.0022,0.62,80,462.54,536.9,1258.41,1044.79,7.05,9.03,174.6,1915.14,7999.19,0.94,36.88,164.98,2027.93,7864.41,10.8829,0.02,307,1915,84.93,14.34,8.5451,137
401,3,14,9.00E-04,0,100,518.67,642.9,1595.8,1411.43,14.62,21.61,554.15,2388.13,9042.43,1.3,47.38,521.42,2388.12,8116.92,8.4742,0.03,395,2388,100,38.72,23.3178,136
402,3,15,20.0025,0.7009,0,491.19,607.67,1485.07,1253.46,9.35,13.65,334.88,2323.94,8702.95,1.08,44.63,314.9,2388.08,8049.97,9.244,0.02,367,2324,100,24.41,14.7096,135
403,3,16,1.00E-04,0.0019,100,518.67,642.54,1591.81,1409.68,14.62,21.61,553.04,2388.14,9032.21,1.3,47.57,521.19,2388.15,8120.31,8.4843,0.03,393,2388,100,38.79,23.3067,134
404,3,17,20.0005,0.7008,0,491.19,607.38,1488.49,1253.5,9.35,13.66,334.85,2323.96,8704.96,1.08,44.47,314.89,2388.02,8048.64,9.227,0.02,365,2324,100,24.34,14.6043,133
405,3,18,10.0077,0.2508,20,489.05,605.34,1501.01,1303.84,10.52,15.49,394,2319.02,8766.05,1.26,45.46,371.83,2388.16,8111.26,8.6985,0.03,372,2319,100,28.52,17.1037,132
406,3,19,41.9986,0.84,40,445,549.44,1353.08,1123.5,3.91,5.71,137.81,2211.54,8308.14,1.02,41.99,131,2387.54,8061.26,9.4105,0.02,331,2212,100,10.71,6.3282,131
407,3,20,9.9985,0.252,20,489.05,605.04,1493.97,1309.61,10.52,15.49,394.33,2318.93,8753.54,1.26,45.37,371.71,2388.18,8115.61,8.678,0.03,371,2319,100,28.46,17.1208,130
408,3,21,20.0027,0.702,0,491.19,607.65,1491.19,1255.13,9.35,13.66,334.73,2323.87,8709.45,1.07,44.61,314.72,2388.06,8043.69,9.2586,0.02,366,2324,100,24.51,14.7104,129
409,3,22,35.0018,0.8402,60,449.44,555.54,1371.77,1127.69,5.48,8,194.41,2222.61,8340.38,1.02,42.19,182.33,2387.7,8049.12,9.3646,0.02,334,2223,100,14.78,8.8875,128
410,3,23,10.0065,0.25,20,489.05,604.67,1498.76,1310.74,10.52,15.49,393.58,2319.02,8761.29,1.26,45.57,371.92,2388.18,8116.16,8.6817,0.03,369,2319,100,28.63,17.0753,127
411,3,24,42.0031,0.84,40,445,549.89,1356.38,1131.12,3.91,5.72,138.52,2211.6,8308.72,1.02,42.23,130.53,2387.57,8070.38,9.3895,0.02,330,2212,100,10.54,6.324,126
412,3,25,25.0008,0.62,80,462.54,536.73,1269.97,1053.92,7.05,9.02,175.43,1915.06,8005.26,0.94,36.87,164.75,2027.91,7860.53,10.9169,0.02,308,1915,84.93,14.37,8.628,125
413,3,26,41.9987,0.8417,40,445,550.15,1354.57,1125.66,3.91,5.71,138.93,2211.55,8307.57,1.02,42.23,130.1,2387.55,8064.14,9.3701,0.02,332,2212,100,10.75,6.3812,124
414,3,27,9.9989,0.25,20,489.05,604.5,1496.41,1309.56,10.52,15.5,394.18,2318.94,8756.39,1.26,45.31,371.23,2388.18,8110.47,8.667,0.03,369,2319,100,28.46,17.1319,123
415,3,28,35.0018,0.84,60,449.44,556.14,1368.74,1136.6,5.48,8,194.28,2222.69,8341.08,1.02,41.8,182.92,2387.7,8048.41,9.3229,0.02,334,2223,100,14.85,8.9458,122
416,3,29,10.0013,0.25,20,489.05,605.59,1504.4,1309.21,10.52,15.49,394.04,2318.99,8766.74,1.26,45.39,370.98,2388.21,8115.01,8.6416,0.03,370,2319,100,28.51,17.0196,121
417,3,30,35.0065,0.84,60,449.44,554.63,1365.52,1129.68,5.48,8,194.42,2222.62,8333.47,1.02,42.08,183.37,2387.7,8045.3,9.2921,0.02,335,2223,100,14.84,8.909,120
418,3,31,25.0038,0.6212,80,462.54,536.64,1263.32,1051.27,7.05,9.03,174.86,1915.06,7994.87,0.94,36.8,164.49,2027.98,7860.75,10.8986,0.02,308,1915,84.93,14.28,8.5564,119
419,3,32,35.0074,0.84,60,449.44,556,1366.03,1126.36,5.48,8,194.46,2222.67,8330.67,1.02,41.84,183.34,2387.72,8051.12,9.3471,0.02,333,2223,100,14.71,8.8864,118
420,3,33,42.0077,0.84,40,445,549.61,1355.12,1129.12,3.91,5.71,138.51,2211.47,8303.6,1.02,42.1,130.8,2387.53,8068.6,9.3778,0.02,332,2212,100,10.44,6.3304,117
421,3,34,19.9996,0.7014,0,491.19,607.02,1489.25,1249.32,9.35,13.65,333.84,2323.91,8706.87,1.08,44.36,314.87,2388.05,8045.34,9.2639,0.02,363,2324,100,24.38,14.6943,116
422,3,35,20.0037,0.7,0,491.19,607.8,1480.04,1255.38,9.35,13.65,334.42,2323.91,8706.78,1.08,44.52,314.64,2388.07,8048.48,9.2258,0.03,365,2324,100,24.48,14.55,115
423,3,36,20.0071,0.7007,0,491.19,608.07,1481.01,1254.84,9.35,13.66,334.58,2323.83,8711.17,1.08,44.43,314.41,2388.06,8040.56,9.236,0.03,366,2324,100,24.52,14.6262,114
424,3,37,42.0028,0.84,40,445,550.14,1355.01,1124.51,3.91,5.71,138.64,2211.53,8302.55,1.02,42.18,130.71,2387.58,8061.98,9.3986,0.02,330,2212,100,10.55,6.369,113
425,3,38,25.0072,0.62,80,462.54,536.78,1267.89,1054.16,7.05,9.03,175.64,1915.13,8001.37,0.94,36.84,164.43,2027.96,7861.42,10.9455,0.02,306,1915,84.93,14.06,8.5372,112
426,3,39,6.00E-04,8.00E-04,100,518.67,643.05,1592.09,1404.86,14.62,21.61,553.56,2388.13,9051.97,1.3,47.59,521.04,2388.16,8124.14,8.4576,0.03,393,2388,100,38.79,23.3181,111
427,3,40,20.007,0.7016,0,491.19,607.45,1485.45,1253.18,9.35,13.66,333.76,2323.91,8701.24,1.08,44.46,314.54,2388.07,8046.33,9.2458,0.02,365,2324,100,24.41,14.6341,110
428,3,41,25.0056,0.62,80,462.54,537.67,1256.16,1045.26,7.05,9.03,175.04,1915.16,8002.54,0.94,36.71,164.51,2027.97,7864.69,10.9473,0.02,308,1915,84.93,14.08,8.6496,109
429,3,42,42.0051,0.8408,40,445,549.79,1354.58,1133.25,3.91,5.71,137.95,2211.54,8299.78,1.02,42.05,130.71,2387.62,8066.51,9.4229,0.02,330,2212,100,10.58,6.3103,108
430,3,43,24.9981,0.62,80,462.54,536.7,1258.84,1049.76,7.05,9.02,176.16,1915.07,7997.86,0.94,36.97,164.17,2027.96,7860.89,10.9135,0.02,307,1915,84.93,14.28,8.5569,107
431,3,44,20.0051,0.7005,0,491.19,607.47,1478.6,1254.82,9.35,13.66,334.75,2323.93,8702.18,1.07,44.54,314.51,2388.07,8046.08,9.2398,0.02,366,2324,100,24.62,14.5512,106
432,3,45,9.9998,0.25,20,489.05,605.09,1498.03,1311.12,10.52,15.5,394.08,2319.02,8761.78,1.26,45.43,371.56,2388.22,8116.26,8.6764,0.03,368,2319,100,28.5,17.1673,105
433,3,46,42.0055,0.8407,40,445,550,1348.75,1136.02,3.91,5.72,138.24,2211.54,8307.53,1.02,42.11,130.36,2387.55,8064.92,9.3704,0.02,330,2212,100,10.67,6.4589,104
434,3,47,0.0015,8.00E-04,100,518.67,642.24,1596.92,1412.15,14.62,21.61,553.18,2388.16,9044.63,1.3,47.42,520.7,2388.11,8120.37,8.4849,0.03,393,2388,100,38.68,23.2634,103
435,3,48,0.0027,5.00E-04,100,518.67,643.09,1585.66,1413.32,14.62,21.61,553.03,2388.18,9037.6,1.3,47.88,521.72,2388.13,8118.41,8.4541,0.03,393,2388,100,39.02,23.2616,102
436,3,49,10.0074,0.2507,20,489.05,604.92,1502.81,1306.91,10.52,15.49,393.76,2318.93,8766.03,1.26,45.5,371.47,2388.19,8112.47,8.6591,0.03,370,2319,100,28.54,17.1095,101
437,3,50,0.0027,2.00E-04,100,518.67,641.78,1596.62,1405.44,14.62,21.61,552.29,2388.14,9040.13,1.3,47.84,520.98,2388.15,8120.86,8.4597,0.03,393,2388,100,38.74,23.2166,100
438,3,51,42.0014,0.8402,40,445,550.2,1358.26,1124.39,3.91,5.71,138.5,2211.54,8304.87,1.02,42.27,130.27,2387.63,8067.86,9.4199,0.02,331,2212,100,10.58,6.3511,99
439,3,52,42.0058,0.84,40,445,549.7,1347.82,1137.99,3.91,5.71,138.45,2211.52,8304.35,1.02,42.24,130.56,2387.56,8067.31,9.3639,0.02,332,2212,100,10.56,6.3235,98
440,3,53,35.0076,0.84,60,449.44,555.65,1367.41,1137.38,5.48,8,194.89,2222.73,8339.83,1.02,41.96,183.48,2387.77,8052.85,9.3206,0.02,334,2223,100,14.83,8.7835,97
441,3,54,25.0063,0.62,80,462.54,536.67,1272.74,1048.22,7.05,9.03,174.62,1915.1,7995.21,0.94,36.83,164.32,2028,7860.88,10.8814,0.02,307,1915,84.93,14.18,8.4641,96
442,3,55,25.0067,0.62,80,462.54,536.81,1264.14,1052.19,7.05,9.03,175.37,1915.1,7996.43,0.94,36.88,164.2,2027.88,7863.01,10.9123,0.02,307,1915,84.93,14.25,8.5501,95
443,3,56,42.0015,0.8401,40,445,549.43,1351.94,1121.27,3.91,5.71,137.78,2211.56,8302.15,1.02,42.21,130.3,2387.54,8067.63,9.3963,0.02,330,2212,100,10.47,6.3823,94
444,3,57,42.0071,0.8413,40,445,549.69,1353.51,1135.69,3.91,5.71,138.41,2211.49,8301.68,1.02,42.18,130.31,2387.56,8067.66,9.3962,0.02,330,2212,100,10.58,6.3723,93
445,3,58,41.9995,0.84,40,445,549.96,1360.48,1130.11,3.91,5.72,138.55,2211.52,8307.52,1.02,42.32,130.44,2387.58,8067.52,9.4149,0.02,330,2212,100,10.56,6.354,92
446,3,59,0.0028,0,100,518.67,642.9,1586.29,1410.77,14.62,21.61,552.88,2388.18,9038.73,1.3,47.45,521.27,2388.16,8120.67,8.4297,0.03,393,2388,100,38.69,23.1739,91
447,3,60,19.9989,0.701,0,491.19,607.27,1493.64,1258.54,9.35,13.66,334.81,2323.95,8711.22,1.08,44.52,314.96,2388.04,8042.63,9.2247,0.03,366,2324,100,24.37,14.6298,90
448,3,61,24.9984,0.62,80,462.54,536.56,1261.6,1046.05,7.05,9.02,175.59,1915.14,7999.8,0.94,36.76,164.47,2028.02,7866.19,10.9456,0.02,308,1915,84.93,14.14,8.5577,89
449,3,62,25.0043,0.62,80,462.54,536.54,1260.4,1046.36,7.05,9.03,175.29,1915.11,7998.78,0.94,36.95,164.98,2027.99,7859.78,10.9291,0.02,306,1915,84.93,14.39,8.4958,88
450,3,63,6.00E-04,0,100,518.67,642.91,1594.68,1410.24,14.62,21.61,552.49,2388.15,9036.76,1.3,47.74,521.55,2388.17,8116.98,8.4665,0.03,394,2388,100,38.66,23.3033,87
451,3,64,42.0026,0.8406,40,445,549.46,1355.99,1127.54,3.91,5.72,138.01,2211.55,8305.89,1.02,42.28,130.69,2387.52,8067.57,9.3947,0.02,329,2212,100,10.64,6.3055,86
452,3,65,42.0078,0.84,40,445,549.5,1356.45,1126.69,3.91,5.71,138.46,2211.5,8304.38,1.02,42.33,130.32,2387.59,8074.89,9.3893,0.02,333,2212,100,10.56,6.3677,85
453,3,66,10.0045,0.2509,20,489.05,604.7,1502.73,1315.87,10.52,15.49,394.26,2319,8765.42,1.26,45.48,371.29,2388.15,8106.41,8.6929,0.03,370,2319,100,28.5,17.1349,84
454,3,67,20.0063,0.7015,0,491.19,607.49,1490.76,1249.89,9.35,13.65,334.49,2324.02,8710.56,1.08,44.61,314.95,2388.03,8046.86,9.2355,0.03,367,2324,100,24.49,14.5991,83
455,3,68,25.0022,0.62,80,462.54,536.67,1268.19,1050.45,7.05,9.03,175.59,1915.02,7996.53,0.94,36.73,164.33,2027.97,7856.73,10.9145,0.02,308,1915,84.93,14.3,8.6056,82
456,3,69,0.001,1.00E-04,100,518.67,643.37,1594.06,1412.35,14.62,21.61,552.54,2388.13,9036.46,1.3,47.59,521.11,2388.18,8118.55,8.4405,0.03,394,2388,100,38.75,23.3063,81
457,3,70,20.0066,0.7004,0,491.19,607.91,1484.82,1253.6,9.35,13.66,334.4,2323.91,8703.28,1.07,44.53,314.92,2388.04,8046.52,9.2583,0.02,365,2324,100,24.35,14.6523,80
458,3,71,0.0013,0.0014,100,518.67,643.24,1588.44,1412.39,14.62,21.61,552.5,2388.21,9033.5,1.3,47.9,520.75,2388.18,8120.42,8.4635,0.03,394,2388,100,38.75,23.2746,79
459,3,72,0.0011,0.0017,100,518.67,642.63,1599.75,1410.9,14.62,21.61,553.13,2388.17,9044.3,1.3,47.67,521.4,2388.16,8123.06,8.4432,0.03,393,2388,100,38.62,23.2252,78
460,3,73,41.9991,0.84,40,445,549.95,1350.77,1127.82,3.91,5.72,138.54,2211.57,8312.75,1.02,42.16,130.46,2387.53,8068.53,9.3882,0.02,329,2212,100,10.51,6.291,77
461,3,74,5.00E-04,0,100,518.67,642.89,1594.05,1407.62,14.62,21.61,553.14,2388.16,9037.42,1.3,47.61,521.14,2388.17,8122.05,8.4418,0.03,395,2388,100,38.67,23.2954,76
462,3,75,35.0046,0.84,60,449.44,556.55,1366.85,1131.98,5.48,8,193.73,2222.7,8331.18,1.02,42.12,182.89,2387.78,8052.92,9.3404,0.02,335,2223,100,14.72,8.8906,75
463,3,76,25.0005,0.62,80,462.54,537.37,1259.27,1049.25,7.05,9.02,175.09,1915.03,8001.54,0.94,37.03,164.54,2027.99,7858.7,10.9378,0.02,308,1915,84.93,14.2,8.4454,74
464,3,77,42.0079,0.84,40,445,549.28,1358.46,1130.9,3.91,5.71,138.52,2211.44,8307.36,1.02,42.26,130.72,2387.49,8060.99,9.4018,0.02,332,2212,100,10.5,6.4086,73
465,3,78,10.006,0.25,20,489.05,605.13,1503.14,1314.23,10.52,15.49,394.31,2319.04,8752.32,1.26,45.64,371.4,2388.2,8117.85,8.6627,0.03,371,2319,100,28.6,17.0722,72
466,3,79,42.0049,0.8405,40,445,550.34,1357.54,1133.44,3.91,5.72,138.67,2211.52,8306.57,1.02,42.23,130.2,2387.6,8068.87,9.3986,0.02,332,2212,100,10.49,6.3247,71
467,3,80,25.0053,0.62,80,462.54,536.99,1262.63,1053.36,7.05,9.03,175.17,1915.05,7991.54,0.94,36.77,164.07,2027.91,7863.44,10.9009,0.02,308,1915,84.93,14.18,8.4675,70
468,3,81,0.0015,0,100,518.67,642.2,1592.31,1411.11,14.62,21.61,552.46,2388.13,9040.65,1.3,47.6,521.58,2388.12,8121.37,8.4652,0.03,393,2388,100,38.85,23.272,69
469,3,82,20.007,0.7,0,491.19,607.88,1489.46,1261.82,9.35,13.66,334.1,2323.98,8708.94,1.08,44.55,314.78,2388.11,8043.84,9.2579,0.03,366,2324,100,24.38,14.734,68
470,3,83,42.0062,0.84,40,445,550.02,1353.35,1133.01,3.91,5.71,137.99,2211.46,8306.88,1.02,42.3,129.9,2387.53,8068.64,9.3759,0.02,331,2212,100,10.66,6.3744,67
471,3,84,0.001,0,100,518.67,642.85,1595.48,1417.68,14.62,21.61,553.32,2388.15,9038.09,1.3,47.56,520.95,2388.14,8118.23,8.4755,0.03,394,2388,100,38.84,23.2966,66
472,3,85,34.9983,0.84,60,449.44,556.32,1366.41,1133.84,5.48,8,194.14,2222.66,8339.93,1.02,42.12,182.55,2387.66,8055.08,9.3622,0.02,334,2223,100,14.77,8.849,65
473,3,86,0.0021,0,100,518.67,642.22,1591.85,1411.83,14.62,21.61,552.87,2388.23,9043.31,1.3,47.79,520.82,2388.16,8120.64,8.4453,0.03,395,2388,100,38.6,23.2509,64
474,3,87,10.0057,0.25,20,489.05,605.16,1503.55,1312.29,10.52,15.5,393.75,2319.04,8763.78,1.26,45.58,371.34,2388.25,8116.15,8.6661,0.03,370,2319,100,28.42,17.0586,63
475,3,88,10.006,0.2519,20,489.05,604.99,1502.16,1308.63,10.52,15.5,393.73,2319,8763.33,1.26,45.52,371.2,2388.28,8109.17,8.6626,0.03,370,2319,100,28.45,17.0242,62
476,3,89,41.9985,0.8412,40,445,549.83,1353.38,1130.77,3.91,5.72,138.38,2211.56,8299.48,1.02,42.09,130.31,2387.63,8072.22,9.3791,0.02,332,2212,100,10.6,6.324,61
477,3,90,0.003,0,100,518.67,642.78,1593.36,1409.92,14.62,21.61,552.95,2388.18,9040.08,1.3,47.57,521.39,2388.21,8120.35,8.4809,0.03,393,2388,100,38.62,23.1926,60
478,3,91,35.0027,0.8417,60,449.44,556.57,1364.77,1136.74,5.48,8,194.55,2222.62,8334.4,1.02,42.25,182.59,2387.64,8050.07,9.376,0.02,335,2223,100,14.79,8.8411,59
479,3,92,41.9983,0.84,40,445,549.69,1355.54,1123.86,3.91,5.72,138.77,2211.53,8310.9,1.02,42.21,130.54,2387.54,8071.65,9.3909,0.02,332,2212,100,10.57,6.2802,58
480,3,93,10.005,0.25,20,489.05,605.02,1510.41,1316.83,10.52,15.5,394.2,2319.05,8764.29,1.26,45.59,370.81,2388.23,8107.91,8.6829,0.03,371,2319,100,28.6,17.1036,57
481,3,94,35.0055,0.84,60,449.44,556.9,1368.47,1143.94,5.48,8,193.41,2222.63,8340.76,1.02,42.12,182.96,2387.7,8052.74,9.3606,0.02,335,2223,100,14.63,8.9001,56
482,3,95,25.0006,0.62,80,462.54,536.78,1256.45,1049.18,7.05,9.02,175.3,1915.07,8005.4,0.94,36.9,164.87,2027.96,7856.21,10.9664,0.02,309,1915,84.93,14.35,8.5364,55
483,3,96,24.9988,0.62,80,462.54,537.08,1271.61,1055.24,7.05,9.03,176.3,1915.05,7998.61,0.94,37.06,164.54,2027.97,7858.74,10.9128,0.02,308,1915,84.93,14.17,8.6126,54
484,3,97,20.0034,0.7009,0,491.19,607.7,1486.08,1264.52,9.35,13.66,333.57,2323.93,8708.02,1.07,44.61,314.02,2388.11,8049.72,9.263,0.02,365,2324,100,24.2,14.6572,53
485,3,98,25.0073,0.62,80,462.54,537.14,1270.76,1063.37,7.05,9.03,175.89,1915.01,8003.14,0.94,36.85,164.77,2027.95,7861.66,10.93,0.02,309,1915,84.93,14.25,8.3723,52
486,3,99,20.0071,0.7008,0,491.19,607.69,1488.57,1261.75,9.35,13.66,334.18,2324,8704.52,1.08,44.82,314.06,2388.13,8049.09,9.231,0.03,365,2324,100,24.31,14.5806,51
487,3,100,42.004,0.84,40,445,549.72,1360.27,1130.74,3.91,5.71,138.73,2211.48,8299.32,1.02,42.36,130.48,2387.49,8068.5,9.4114,0.02,331,2212,100,10.62,6.3542,50
488,3,101,35.008,0.84,60,449.44,556.05,1367.18,1133.68,5.48,8,194.46,2222.63,8327.66,1.02,42.47,182.73,2387.63,8050.23,9.3837,0.02,335,2223,100,14.67,8.9423,49
489,3,102,42.0074,0.8413,40,445,550.36,1356.27,1128.9,3.91,5.72,138.24,2211.49,8309.08,1.02,42.29,129.86,2387.54,8060.9,9.4103,0.02,331,2212,100,10.72,6.2497,48
490,3,103,24.9989,0.6201,80,462.54,537.16,1262.9,1066.85,7.05,9.03,174.64,1915.07,7995.06,0.94,36.91,164.44,2027.88,7863.51,10.9316,0.02,307,1915,84.93,14.28,8.6597,47
491,3,104,10.0025,0.25,20,489.05,605.64,1501.65,1318.18,10.52,15.5,393.74,2319.1,8763.62,1.26,45.57,371.19,2388.2,8108.35,8.7023,0.03,370,2319,100,28.16,17.0278,46
492,3,105,25.0032,0.62,80,462.54,536.99,1265.82,1051.82,7.05,9.03,175.25,1915.08,7998.02,0.94,36.81,163.87,2027.9,7857.01,10.9389,0.02,309,1915,84.93,14.26,8.5927,45
493,3,106,35.0033,0.84,60,449.44,556.2,1369.76,1137.83,5.48,8,193.58,2222.64,8335.76,1.02,42.33,182.75,2387.73,8048.82,9.3823,0.02,334,2223,100,14.94,8.7979,44
494,3,107,42.0077,0.84,40,445,549.66,1353.37,1132.08,3.91,5.72,138.85,2211.42,8306.98,1.02,42.21,130.32,2387.45,8067.38,9.4352,0.02,330,2212,100,10.48,6.3477,43
495,3,108,10.0032,0.2503,20,489.05,605.65,1507.46,1322.6,10.52,15.5,394.1,2319.04,8760.33,1.26,45.86,371.41,2388.23,8112.71,8.6778,0.03,370,2319,100,28.48,17.0723,42
496,3,109,9.9985,0.2513,20,489.05,605.93,1504.8,1316.54,10.52,15.5,393.76,2319.05,8761.25,1.26,45.75,370.86,2388.32,8112.64,8.6673,0.03,369,2319,100,28.42,17.0321,41
497,3,110,20.0038,0.7006,0,491.19,607.92,1488.26,1260.17,9.35,13.66,333.46,2323.99,8707.25,1.08,44.67,314.52,2388.07,8040.21,9.2169,0.03,367,2324,100,24.12,14.7248,40
498,3,111,20.007,0.7016,0,491.19,608.34,1489.15,1255.9,9.35,13.66,333.76,2324.01,8713.31,1.07,44.78,314.92,2388.15,8047.62,9.2525,0.03,367,2324,100,24.16,14.6624,39
499,3,112,42.0067,0.8403,40,445,550.31,1356.77,1131.85,3.91,5.72,138.43,2211.5,8305.77,1.02,42.38,130.26,2387.5,8064.44,9.4417,0.02,331,2212,100,10.61,6.2467,38
500,3,113,42.0039,0.8406,40,445,550.23,1356.77,1134.58,3.91,5.72,138.47,2211.46,8296.86,1.02,42.45,129.57,2387.57,8066.67,9.4117,0.02,331,2212,100,10.59,6.4157,37
